Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
14809,Helen Keller National Center,AH,Adult Home,03/31/1987,111 Middle Neck Road,,Sands Point,New York,11050,5169448900,5169447302,www.HKNC.org#http://www.HKNC.org#,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-E-040,Helen Keller Services for the Blind,57 Willoughby Street,,Brooklyn,New York,11201,,,,,New York,,Not for Profit Corporation,40.858328,-73.700753,"(40.858328, -73.700753)"
2956,"Autumn View Health Care Facility, LLC",NH,Residential Health Care Facility - SNF,03/22/1983,S 4650 Southwestern Blvd,,Hamburg,New York,14075,7166482450,,,14,Erie,1,Western Regional Office - Buffalo,,,1430301N,"Autumn View Health Care Facility, LLC","560 Delaware Avenue, Suite 400",,Buffalo,New York,14202,,,,,New York,,LLC,42.760113,-78.832321,"(42.760113, -78.832321)"
571,Elderwood at Lockport,NH,Residential Health Care Facility - SNF,01/01/1901,104 Old Niagara Road,,Lockport,New York,14094,7164346324,7164344020,,31,Niagara,1,Western Regional Office - Buffalo,,,3101308N,"104 Old Niagara Road Operating Company, LLC",104 Old Niagara Road,,Lockport,New York,14094,,,,,New York,,LLC,43.186798,-78.670219,"(43.186798, -78.670219)"
7048,Williamsbridge Family Practice Center,HOSP-EC,Hospital Extension Clinic,11/07/1996,3011 Boston Road,,Bronx,New York,10469,,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.869689,-73.857381,"(40.869689, -73.857381)"
12479,Safeharbor Healthcare Services,LHCSA,Licensed Home Care Services Agency,09/27/1988,1477 Hylan Blvd,,Staten Island,New York,10305-1999,7189796900,7189796940,www.safeharborhealthcareservices.com,7097,Richmond,5,Metropolitan Area Regional Office - New York City,,,0046L001,"Homemakers - Staten Island, Inc.",1477 Hylan Boulevard,,Staten Island,New York,10305-1999,,,,,New York,,Business Corporation,40.592341,-74.087503,"(40.592341, -74.087503)"
266,"Safire Rehabilitation of Northtowns, LLC",NH,Residential Health Care Facility - SNF,02/01/1980,2799 Sheridan Drive,,Tonawanda,New York,14150,7168374466,7163323520,,14,Erie,1,Western Regional Office - Buffalo,,,1403304N,"Safire Rehabilitation of Northtowns, LLC",2799 Sheridan Drive,,Tonawanda,New York,14150,,,,,New York,,LLC,42.980705,-78.829781,"(42.980705, -78.829781)"
9699,Sunnyview Therapy Services,HOSP-EC,Hospital Extension Clinic,07/02/2014,115 Saratoga Road,,Glenville,New York,12302,,,,46,Schenectady,4,Capital District Regional Office,Sunnyview Hospital and Rehabilitation Center,831,4601004H,Sunnyview Hospital and Rehabilitation Center Inc,1270 Belmont Avenue,,Schenectady,New York,12308,Trinity Health Corporation,20555 Victor Parkway,,Livonia,New York,48152,Not for Profit Corporation,42.860389,-73.934439,"(42.860389, -73.934439)"
15263,Artis Senior Living of Somers,AH,Adult Home,03/07/2022,51 Clayton Boulevard,,Yorktown Heights,New York,10598,9143527705,9143527706,https://www.artisseniorliving.com/communities/artis-senior-living-somers,59,Westchester,5,Metropolitan Area Regional Office - New York City,,,800-F-136,"Artis Senior Living Operator of Somers, LLC",51 Clayton Boulevard,,Yorktown Heights,New York,10598,,,,,New York,,LLC,,,
3468,Cornerstone Family Healthcare:  Middletown Pediatrics,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/05/1991,14 Grove Street,,Middletown,New York,10940,8453426601,,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,2532,3529200R,Cornerstone Family Healthcare,2570 U. S. Route 92,,Cornwall,New York,12518,,,,,New York,,Not for Profit Corporation,41.448524,-74.416115,"(41.448524, -74.416115)"
9172,North Shore LIJ Imaging at Great South Bay,HOSP-EC,Hospital Extension Clinic,10/21/2010,620 Main Street,,Islip,New York,11751,6314397237,6314397290,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541,2951001H,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.729557,-73.211349,"(40.729557, -73.211349)"
9419,HealthAlliance Hospital Broadway Campus Radiology and PT,HOSP-EC,Hospital Extension Clinic,06/18/2007,16 West Bridge Street,,Saugerties,New York,12477,8453342750,8453313238,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,HealthAlliance Hospital Mary's Avenue Campus,989,5501000H,HealthAlliance Hospital Mary's Avenue Campus,105 Mary's Avenue,,Kingston,New York,12401,"Health Alliance, Inc",741 Grant Street,,Lake Katrine,New York,12449,Not for Profit Corporation,42.076492,-73.954826,"(42.076492, -73.954826)"
1047,New York-Presbyterian Westchester Behavioral Health Center,HOSP,Hospital,08/01/1979,21 Bloomingdale Road,,White Plains,New York,10605,9146829100,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,New York-Presbyterian Hospital - New York Weill Cornell Center,1458,7002054H,The New York and Presbyterian Hospital,622 West 168th Street,,New York,New York,10032,,,,,New York,,Not for Profit Corporation,41.029835,-73.758293,"(41.029835, -73.758293)"
6138,Canarsie Multi Service Center,HOSP-EC,Hospital Extension Clinic,05/09/2000,567 East 105th St,,Brooklyn,New York,11218,7183073000,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Staten Island University Hosp-North,1740,7004003H,Staten Island University Hospital,256 Mason Avenue,,Staten Island,New York,10305,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.65073,-73.898193,"(40.65073, -73.898193)"
8538,Sun River Health Inwood,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/07/2007,1543-1545 Inwood Avenue,,Bronx,New York,10452,7182991777,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Sun River Health,1040,5901200R,"Sun River Health Care, Inc.",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,40.84412,-73.916435,"(40.84412, -73.916435)"
6972,Westchester Co SB Mobile Dental Program,,School Based Diagnostic and Treatment Center Extension Clinic,06/09/2006,145 Huguenot Street,,New Rochelle,New York,10801,,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,Westchester County Department of Health,7238,5904201R,Westchester County Department of Health,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,40.913258,-73.779434,"(40.913258, -73.779434)"
3019,Little Sisters of the Assumption Family Health,CHHA,Certified Home Health Agency,09/27/1979,333 East 115th Street,,New York,New York,10029,2129874422,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002645,Little Sisters of the Assumption Family Health,426 E 119th St,,New York,New York,10035,,,,,New York,,Not for Profit Corporation,40.795704,-73.936668,"(40.795704, -73.936668)"
9118,South Brooklyn Endoscopy Center,DTC,Diagnostic and Treatment Center,12/29/2009,214 Avenue P,,Brooklyn,New York,11204,7183395678,7183760405,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001125R,"Digestive Diseases Diagnostic and Treatment Center, LLC",214 Avenue P,,Brooklyn,New York,11204,,,,,New York,,LLC,40.607971,-73.980148,"(40.607971, -73.980148)"
4689,New Dorp High School,HOSP-SB,School Based Hospital Extension Clinic,07/01/1992,465 New Dorp Lane,,Staten Island,New York,10306,7189870128,,,7097,Richmond,5,Metropolitan Area Regional Office - New York City,Staten Island University Hosp-North,1740,7004003H,Staten Island University Hospital,256 Mason Avenue,,Staten Island,New York,10305,"Northwell Quality and Medical Affairs, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,Not for Profit Corporation,40.569302,-74.107338,"(40.569302, -74.107338)"
13520,Infinite Care Inc.,LHCSA,Licensed Home Care Services Agency,09/22/2016,2632 Atlantic Avenue,,Brooklyn,New York,11207,7184733808,7184839335,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,2476L001,Infinite Care Inc.,2632 Atlantic Avenue,,Brooklyn,New York,11207,,,,,New York,,Business Corporation,,,
8596,Mount Vernon Dialysis Center,DTC,Diagnostic and Treatment Center,08/25/2008,12 North Seventh Avenue,,Mount Vernon,New York,10550,9146654343,,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5903203R,"Mount Vernon Dialysis, LLC",153 Stevens Avenue,,Mount Vernon,New York,10550,,,,,New York,,LLC,40.912476,-73.840004,"(40.912476, -73.840004)"
6599,Third Avenue Family Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,04/11/2003,2604 Third Avenue,,Bronx,New York,10451,7182920100,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Damian Family Care Center,6067,7003246R,Schenectady County,Unknown,,Scotia,New York,12302,,,,,New York,,County,40.811897,-73.925056,"(40.811897, -73.925056)"
9831,Ivy Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,07/01/2015,602 Ivy Street,,Elmira,New York,14905,,,,7,Chemung,2,Western Regional Office - Rochester,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,42.101276,-76.826522,"(42.101276, -76.826522)"
9780,Coram Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,02/20/2015,1500 Middle Country Road,,Centereach,New York,11720,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Freedom Center of Buffalo,9708,0364201R,"Vestal Healthcare, LLC",116 North Jensen Road,,Vestal,New York,13850,,,,,New York,,LLC,40.860018,-73.06461,"(40.860018, -73.06461)"
559,"Excel at Woodbury for Rehabilitation and Nursing, LLC",NH,Residential Health Care Facility - SNF,01/01/1901,8533 Jericho Tpke,,Woodbury,New York,11797,5166924100,5166927571,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952309N,"Excel at Woodbury for Rehabilitation and Nursing, LLC",8533 Jericho Turnpike,,Woodbury,New York,11797,,,,,New York,,LLC,40.8186,-73.458008,"(40.8186, -73.458008)"
15095,Mountain Valley Manor,AH,Adult Home,10/10/2007,373-421 Wilbur Avenue,,Kingston,New York,12401,8453311254,8453311255,,55,Ulster,5,Metropolitan Area Regional Office - New York City,,,740-F-078,"Salaber, Inc.",397 Wilbur Avenue,,Kingston,New York,12401,,,,,New York,,Business Corporation,41.921699,-74.009671,"(41.921699, -74.009671)"
4800,University Ave Family Practice Center,HOSP-EC,Hospital Extension Clinic,10/05/1993,105 West 188th Street,,Bronx,New York,10468,7185630757,,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Montefiore Medical Center - Henry & Lucy Moses Div,1169,7000006H,Montefiore Medical Center,111 East 210th Street,,Bronx,New York,10467,"Montefiore Health System, Inc",111 East 210th Street,,Bronx,New York,10467,Not for Profit Corporation,40.864326,-73.904282,"(40.864326, -73.904282)"
10210,Quality First Medical Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/22/2018,6010 Bay Parkway,,Brooklyn,New York,11204,,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,ParCare Community Health Network,9470,7001135R,ParCare Community Health Network,445 Park Ave,,Brooklyn,New York,11205,,,,,New York,,Not for Profit Corporation,40.616574,-73.979043,"(40.616574, -73.979043)"
9794,Cayuga Endoscopy Center,HOSP-EC,Hospital Extension Clinic,04/03/2015,2435 N. Triphammer Road,,Ithaca,New York,14850,,,,54,Tompkins,3,Central New York Regional Office,Cayuga Medical Center at Ithaca,977,5401001H,"Cayuga Medical Center at Ithaca, Inc",1285 Trumansburg Road,,Ithaca,New York,14850,"Cayuga Health System, Inc.",101 Dates Drive,,Ithaca,New York,14850,Not for Profit Corporation,42.491094,-76.489094,"(42.491094, -76.489094)"
15408,Saratoga Outpatient Center at 2105 Ellsworth Blvd,HOSP-EC,Hospital Extension Clinic,02/03/2023,2105 Ellsworth Boulevard,,Malta,New York,12020,5185872400,,,45,Saratoga,4,Capital District Regional Office,Saratoga Hospital,818,4501000H,The Saratoga Hospital Inc,211 Church Street,,Saratoga Springs,New York,12866,Albany Med Health System,New Scotland Avenue,,Albany,New York,12208,Not for Profit Corporation,,,
14966,"The Eliot at Troy, LLC",AH,Adult Home,01/28/1986,2902 Upper Tibbits Avenue,,Troy,New York,12180,5182732040,5182731542,,41,Rensselaer,4,Capital District Regional Office,,,600-F-252,"The Eliot At Troy, Llc",167 Route 304,,Bardonia,New York,10954,,,,,New York,,LLC,42.730413,-73.664078,"(42.730413, -73.664078)"
9577,Rochester General Wound Health Center,HOSP-EC,Hospital Extension Clinic,11/14/2013,1500 Portland Avenue,,Rochester,New York,14621,5859224325,5854135011,,27,Monroe,2,Western Regional Office - Rochester,Rochester General Hospital,411,2701003H,Rochester General Hospital Inc,905 Culver Road,,Rochester,New York,14609,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Not for Profit Corporation,43.193474,-77.584404,"(43.193474, -77.584404)"
13301,St. Lawrence County Public Health Department,LHCSA,Licensed Home Care Services Agency,02/13/2013,80 State Highway 310,Suite 2,Canton,New York,13617,3153862325,3153862203,,44,Saint Lawrence,3,Central New York Regional Office,,,2106L001,St Lawrence County,Court House,,Canton,New York,13617,,,,,New York,,County,44.598165,-75.147984,"(44.598165, -75.147984)"
7844,Seneca Family Health Center,HOSP-EC,Hospital Extension Clinic,03/12/1999,367A East Main St,,Waterloo,New York,13165,,,,34,Ontario,2,Western Regional Office - Rochester,Geneva General Hospital,671,3402000H,Geneva General Hospital Inc,196 198 North Street,,Geneva,New York,14456,,,,,New York,,Not for Profit Corporation,42.901749,-76.847038,"(42.901749, -76.847038)"
6741,Radiology Ext Clinic Pulaski,HOSP-EC,Hospital Extension Clinic,10/28/2004,61 Delano Street,,Pulaski,New York,13142,3152988160,,,37,Oswego,3,Central New York Regional Office,Oswego Hospital,727,3702000H,Oswego Hospital Inc,110 West Sixth Street,,Oswego,New York,13126,,,,,New York,,Not for Profit Corporation,43.570259,-76.120636,"(43.570259, -76.120636)"
12874,Otsego County Public Health Department,LHCSA,Licensed Home Care Services Agency,12/21/2005,140 County Highway 33 West,Suite 3,Cooperstown,New York,13326-4955,6075474230,6075474385,,38,Otsego,4,Capital District Regional Office,,,1392L001,Otsego County,128 Phoenix Mills Cross Road,,Cooperstown,New York,13326,,,,,New York,,County,42.653264,-74.946806,"(42.653264, -74.946806)"
446,Rochester Community Nursing and Rehabilitation Center,NH,Residential Health Care Facility - SNF,08/01/1979,989 Blossom Road,,Rochester,New York,14610,5854823500,,,27,Monroe,2,Western Regional Office - Rochester,,,2701354N,Blossom Health Care Center Inc,989 Blossom Road,,Rochester,New York,14610,,,,,New York,,Business Corporation,43.149281,-77.544769,"(43.149281, -77.544769)"
4,Samaritan Hospital - Albany Memorial Campus,HOSP,Hospital,01/01/1901,600 Northern Boulevard,,Albany,New York,12204,5184713221,,,1,Albany,4,Capital District Regional Office,Samaritan Hospital,756,4102002H,Samaritan Hospital of Troy NY Inc,2215 Burdett Avenue,,Troy,New York,12180,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,Not for Profit Corporation,42.674271,-73.749268,"(42.674271, -73.749268)"
6056,Cambridge Medical Center,HOSP-EC,Hospital Extension Clinic,02/01/1996,35 Gilbert Street,,Cambridge,New York,12816,5186773961,,,56,Warren,4,Capital District Regional Office,Glens Falls Hospital,1005,5601000H,Glens Falls Hospital Inc,100 Park Street,,Glens Falls,New York,12801,Albany Med Health System,New Scotland Avenue,,Albany,New York,12208,Not for Profit Corporation,43.024326,-73.372795,"(43.024326, -73.372795)"
4519,Lower Manhattan Dialysis Center-2,DTC,Diagnostic and Treatment Center,01/01/1996,187 Third Avenue,,New York,New York,10003,2126736320,,,7093,New York,5,Metropolitan Area Regional Office - New York City,,,7002145R,Lower Manhatten Dialysis Corporation,187 Third Avenue,,New York,New York,10003,,,,,New York,,Business Corporation,40.735233,-73.98568,"(40.735233, -73.98568)"
15062,The Villa at Westhampton,AH,Adult Home,06/14/2017,68 Old Country Road,,Westhampton,New York,11977,6312408100,6312408190,www.hamptonsvilla.com#http://www.hamptonsvilla.com#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-939,"Westhampton Senior Living, Inc.",68 Old Country Road,,Westhampton,New York,11977,,,,,New York,,Business Corporation,40.827851,-72.67682,"(40.827851, -72.67682)"
13557,Edira Family Home Care Llc,LHCSA,Licensed Home Care Services Agency,11/07/2017,94-02 63rd Drive,,Rego Park,New York,11374,7188306206,7188306211,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,2546L001,Edira Family Home Care Llc,94-02 63rd Drive,,Rego Park,New York,11374,,,,,New York,,LLC,40.728761,-73.862834,"(40.728761, -73.862834)"
9367,Jackson Avenue Family Residence,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/28/2011,691 East 138th Street,,Bronx,New York,10454,3472690437,3472690443,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,Care For the Homeless,9000,7000279R,"Care For The Homeless, Inc",1911-1921 Jerome Avenue,,Bronx,New York,10453,,,,,New York,,Not for Profit Corporation,40.805367,-73.913879,"(40.805367, -73.913879)"
7574,Capital Region Family Health Care,HOSP-EC,Hospital Extension Clinic,07/24/1997,2 Empire Dr,,Rensselaer,New York,12144,5184772011,,,41,Rensselaer,4,Capital District Regional Office,Samaritan Hospital,756,4102002H,Samaritan Hospital of Troy NY Inc,2215 Burdett Avenue,,Troy,New York,12180,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,Not for Profit Corporation,42.631599,-73.703094,"(42.631599, -73.703094)"
